L,Are you answering these questions for yourself - or are you answering on behalf someone else who has the medical problem,,,,,,,,,,,,,,,,Respondent answering on behalf of,,0
,,,,left hip,290,315,20,15,,,,,,,,,,,
,,,,right hip,195,315,20,15,,,,,,,,,,,
,,,,left leg upper thigh,252,331,56,37,,,,,,,,,,,
,,,,left leg lower thigh,252,368,54,42,,,,,,,,,,,
,,,,left leg knee,252,410,46,38,,,,,,,,,,,
,,,,left leg upper shin,252,448,46,59,,,,,,,,,,,
,,,,left leg lower shin,252,507,46,55,,,,,,,,,,,
,,,,left leg front of ankle,253,563,27,23,,,,,,,,,,,
,,,,left leg upper foot,252,584,44,13,,,,,,,,,,,
,,,,left leg toes,252,595,34,10,,,,,,,,,,,
,,,,right leg upper thigh,195,331,56,37,,,,,,,,,,,
,,,,right leg lower thigh,195,368,54,42,,,,,,,,,,,
,,,,right leg knee,195,410,46,38,,,,,,,,,,,
,,,,right leg upper shin,195,448,46,59,,,,,,,,,,,
,,,,right leg lower shin,195,507,46,55,,,,,,,,,,,
,,,,right leg front of ankle,195,563,27,23,,,,,,,,,,,
,,,,right leg upper foot,195,584,44,13,,,,,,,,,,,
,,,,right leg toes,195,595,34,10,,,,,,,,,,,
,,,,left upper arm upper,296,160,25,43,,,,,,,,,,,
,,,,left upper arm lower,296,203,24,32,,,,,,,,,,,
,,,,left elbow front,177,234,32,27,,,,,,,,,,,
,,,,left forearm front of,303,263,24,33,,,,,,,,,,,
,,,,left wrist and lower forearm,308,297,24,32,,,,,,,,,,,
,,,,left hand back of,316,331,16,21,,,,,,,,,,,
,,,,left hand fingers,316,352,16,25,,,,,,,,,,,
,,,,left thumb,308,332,8,32,,,,,,,,,,,
,,,,right upper arm upper,183,160,25,43,,,,,,,,,,,
,,,,right upper arm lower,183,203,24,32,,,,,,,,,,,
,,,,right elbow front,294,234,32,27,,,,,,,,,,,
,,,,right forearm front of,294,263,24,33,,,,,,,,,,,
,,,,right wrist and lower forearm,170,297,24,32,,,,,,,,,,,
,,,,right hand back of,170,331,16,21,,,,,,,,,,,
,,,,right thumb,187,332,8,32,,,,,,,,,,,
,,,,right hand fingers,171,354,16,25,,,,,,,,,,,
,,,,Midline scalp,447,23,17,33,,,,,,,,,,,
,,,,left scalp,426,23,17,34,,,,,,,,,,,
,,,,right scalp,463,23,20,32,,,,,,,,,,,
,,,,left ear back of,426,56,5,16,,,,,,,,,,,
,,,,right ear back of,478,56,5,16,,,,,,,,,,,
,,,,Occiput midline area - rear of skull,447,56,15,24,,,,,,,,,,,
,,,,Occiput left area - rear of skull,431,56,17,24,,,,,,,,,,,
,,,,Occiput right area - rear of skull,462,56,17,24,,,,,,,,,,,
,,,,Neck spine  midline,447,78,17,40,,,,,,,,,,,
,,,,Neck back right,462,78,12,38,,,,,,,,,,,
,,,,Neck back left,434,78,12,38,,,,,,,,,,,
,,,,Upper spine - upper back of chest,447,115,17,44,,,,,,,,,,,
,,,,Upper spine - lower back of chest,447,159,17,57,,,,,,,,,,,
,,,,Lower spine - lumbar spine,447,216,17,46,,,,,,,,,,,
,,,,Bottom of spine - sacrum spine,447,262,17,24,,,,,,,,,,,
,,,,Coccyx spine - tail,447,288,17,28,,,,,,,,,,,
,,,,Anal and perineal area,447,301,17,16,,,,,,,,,,,
,,,,Left inner top of back,428,115,20,18,,,,,,,,,,,
,,,,Left outer top of back,412,115,16,18,,,,,,,,,,,
,,,,Right inner top of back,462,115,20,18,,,,,,,,,,,
,,,,Right outer top of back,479,115,16,18,,,,,,,,,,,
,,,,Left upper outer rear chest,412,133,18,27,,,,,,,,,,,
,,,,Left upper inner rear chest,428,133,18,27,,,,,,,,,,,
,,,,Left lower outer rear chest,412,160,18,44,,,,,,,,,,,
,,,,Left lower inner rear chest,428,160,18,44,,,,,,,,,,,
,,,,right upper outer rear chest,478,133,18,27,,,,,,,,,,,
,,,,right upper inner rear chest,462,133,18,27,,,,,,,,,,,
,,,,right lower outer rear chest,412,160,18,44,,,,,,,,,,,
,,,,right lower inner rear chest,428,160,18,44,,,,,,,,,,,
,,,,Left upper outer back,412,203,18,27,,,,,,,,,,,
,,,,Left upper inner back,428,203,18,27,,,,,,,,,,,
,,,,Left lower outer back,412,228,18,35,,,,,,,,,,,
,,,,Left lower inner back,428,228,18,35,,,,,,,,,,,
,,,,right upper outer back,478,203,18,27,,,,,,,,,,,
,,,,right upper inner back,462,203,18,27,,,,,,,,,,,
,,,,right lower outer back,412,228,18,35,,,,,,,,,,,
,,,,right lower inner back,428,228,18,35,,,,,,,,,,,
,,,,left buttock upper outer quadrant,406,263,22,25,,,,,,,,,,,
,,,,left buttock upper inner quadrant,428,263,20,25,,,,,,,,,,,
,,,,left buttock lower outer quadrant,406,288,21,38,,,,,,,,,,,
,,,,left buttock lower inner quadrant,428,288,21,38,,,,,,,,,,,
,,,,right buttock upper outer quadrant,480,263,22,25,,,,,,,,,,,
,,,,right buttock upper inner quadrant,462,263,20,25,,,,,,,,,,,
,,,,right buttock lower outer quadrant,480,288,21,38,,,,,,,,,,,
,,,,right buttock lower inner quadrant,462,288,21,38,,,,,,,,,,,
,,,,left hip - rear,398,292,9,37,,,,,,,,,,,
,,,,right hip - rear ,500,292,9,37,,,,,,,,,,,
,,,,left leg upper back of thigh,398,328,54,40,,,,,,,,,,,
,,,,left leg lower back of thigh,398,368,54,42,,,,,,,,,,,
,,,,left leg back of knee,398,410,56,39,,,,,,,,,,,
,,,,left leg upper calf,398,448,56,55,,,,,,,,,,,
,,,,left leg lower calf,398,502,56,68,,,,,,,,,,,
,,,,left leg back of ankle,434,570,20,22,,,,,,,,,,,
,,,,left back of heel,434,593,15,17,,,,,,,,,,,
,,,,right leg upper back of thigh,454,328,54,40,,,,,,,,,,,
,,,,right leg lower back of thigh,454,368,54,42,,,,,,,,,,,
,,,,right leg back of knee,454,410,56,39,,,,,,,,,,,
,,,,right leg upper calf,454,448,56,55,,,,,,,,,,,
,,,,right leg lower calf,454,502,56,68,,,,,,,,,,,
,,,,right leg back of ankle,454,570,20,22,,,,,,,,,,,
,,,,right back of heel,454,593,15,17,,,,,,,,,,,
,,,,left upper foot and toes,422,582,13,24,,,,,,,,,,,
,,,,right upper foot and toes,471,585,13,15,,,,,,,,,,,
,,,,back of left shoulder,384,126,28,34,,,,,,,,,,,
,,,,back of right shoulder,494,126,28,34,,,,,,,,,,,
,,,,left upper arm upper,384,160,22,44,,,,,,,,,,,
,,,,left upper arm lower,384,203,26,25,,,,,,,,,,,
,,,,left elbow back,378,228,32,35,,,,,,,,,,,
,,,,left forearm upper side of,378,263,26,25,,,,,,,,,,,
,,,,left forearm lower side of,378,289,18,21,,,,,,,,,,,
,,,,left wrist,378,309,17,31,,,,,,,,,,,
,,,,left outside side of hand,372,327,19,22,,,,,,,,,,,
,,,,left hand thumb,386,327,9,36,,,,,,,,,,,
,,,,left hand 4th and 5th fingers,386,350,17,27,,,,,,,,,,,
,,,,right upper arm upper,494,160,22,44,,,,,,,,,,,
,,,,right upper arm lower,494,203,26,25,,,,,,,,,,,
,,,,right elbow back,494,228,32,35,,,,,,,,,,,
,,,,right forearm upper front of,504,263,26,25,,,,,,,,,,,
,,,,right forearm lower front of,509,289,18,21,,,,,,,,,,,
,,,,right wrist,513,309,17,31,,,,,,,,,,,
,,,,right outside side of hand ,516,326,18,23,,,,,,,,,,,
,,,,right hand thumb,510,327,6,36,,,,,,,,,,,
,,,,right hand 4th and 5th fingers,521,349,13,27,,,,,,,,,,,
,,,,Right scalp,544,22,65,20,,,,,,,,,,,
,,,,Right forehead,595,44,14,13,,,,,,,,,,,
,,,,Right temporal area,563,44,28,13,,,,,,,,,,,
,,,,Right upper rear of head,544,44,24,13,,,,,,,,,,,
,,,,Right eye,592,60,12,7,,,,,,,,,,,
,,,,Right eye area,589,56,16,13,,,,,,,,,,,
,,,,Right in front of the ear,573,56,16,22,,,,,,,,,,,
,,,,Right ear,562,56,9,22,,,,,,,,,,,
,,,,Right lower rear of head - Occiput area,544,56,22,22,,,,,,,,,,,
,,,,Right side of nose,603,62,9,18,,,,,,,,,,,
,,,,Right cheek - upper,588,67,17,11,,,,,,,,,,,
,,,,Right upper lip,598,80,8,7,,,,,,,,,,,
,,,,Right cheek - lower,572,67,26,10,,,,,,,,,,,
,,,,Right side of chin,594,90,8,7,,,,,,,,,,,
,,,,Right side of jaw,579,87,12,9,,,,,,,,,,,
,,,,Right upper neck immediately below angle of jaw - ,572,92,8,4,,,,,,,,,,,
,,,,Right lower neck -front,576,96,16,24,,,,,,,,,,,
,,,,Right lower neck - mid,558,78,11,42,,,,,,,,,,,
,,,,Neck spine Right side,546,77,12,42,,,,,,,,,,,
,,,,Right collar bone area,560,118,24,18,,,,,,,,,,,
,,,,Right top of back area,541,118,20,18,,,,,,,,,,,
,,,,Right shoulder joint,556,133,28,27,,,,,,,,,,,
,,,,Right upper chest ,581,133,28,27,,,,,,,,,,,
,,,,Right outer upper upper-arm,556,160,26,33,,,,,,,,,,,
,,,,Right upper breast,584,160,37,19,,,,,,,,,,,
,,,,Right lower breast,584,179,38,24,,,,,,,,,,,
,,,,Right upper abdomen,582,202,28,28,,,,,,,,,,,
,,,,Right outer lower upper-arm,556,192,26,35,,,,,,,,,,,
,,,,Right mid  abdominal above umbulicus,580,228,28,31,,,,,,,,,,,
,,,,Right mid  abdominal below umbilicus,587,258,26,30,,,,,,,,,,,
,,,,Right lower abdominal ,589,288,20,28,,,,,,,,,,,
,,,,Right buttock upper quadrant,540,262,20,40,,,,,,,,,,,
,,,,Right buttock lower quadrant,540,300,21,36,,,,,,,,,,,
,,,,Upper spine - upper rear of chest Right side,540,120,16,62,,,,,,,,,,,
,,,,Upper spine - lower rear of chest Right side,540,186,16,50,,,,,,,,,,,
,,,,Right hip area,560,300,13,36,,,,,,,,,,,
,,,,Right front of hip area,574,312,3,24,,,,,,,,,,,
,,,,Right elbow outer,556,230,18,38,,,,,,,,,,,
,,,,Right forearm upper outer - front,572,265,11,23,,,,,,,,,,,
,,,,Right forearm upper outer - rear,565,265,5,17,,,,,,,,,,,
,,,,Right forearm lower outer,576,288,9,19,,,,,,,,,,,
,,,,Right upper wrist ,578,306,10,22,,,,,,,,,,,
,,,,Right back of hand,584,326,14,17,,,,,,,,,,,
,,,,Right 5th and 4th fingers,592,345,10,18,,,,,,,,,,,
,,,,Left forearm lower inner,612,210,52,52,,,,,,,,,,,
,,,,Left wrist inner,622,261,25,14,,,,,,,,,,,
,,,,Left palm of hand,632,285,15,8,,,,,,,,,,,
,,,,Left thumb,644,276,14,7,,,,,,,,,,,
,,,,Left fingers,652,294,15,25,,,,,,,,,,,
,,,,Right upper outer thigh - rear,553,336,25,34,,,,,,,,,,,
,,,,Right upper outer thigh - mid,579,336,6,34,,,,,,,,,,,
,,,,Right lower outer thigh - rear,553,368,19,42,,,,,,,,,,,
,,,,Right lower outer thigh - mid,572,368,16,42,,,,,,,,,,,
,,,,Right lower outer thigh - front,588,397,8,38,,,,,,,,,,,
,,,,Right  outer knee - front,575,410,17,38,,,,,,,,,,,
,,,,Right outer knee - rear,538,410,39,38,,,,,,,,,,,
,,,,Right outer lower leg - rear,540,450,21,113,,,,,,,,,,,
,,,,Right outer lower leg - front,558,450,21,113,,,,,,,,,,,
,,,,Right outer ankle,544,562,34,22,,,,,,,,,,,
,,,,Right outer  heel,536,584,19,22,,,,,,,,,,,
,,,,Right outer foot,551,584,50,22,,,,,,,,,,,
,,,,Right outer toes ,602,599,20,9,,,,,,,,,,,
,,,,Left upper thigh,606,315,43,53,,,,,,,,,,,
,,,,Left lower inner thigh - front,610,368,34,43,,,,,,,,,,,
,,,,Left lower inner thigh - mid,603,368,10,43,,,,,,,,,,,
,,,,Left  inner knee - front,612,410,32,38,,,,,,,,,,,
,,,,Left inner knee - rear,591,410,20,38,,,,,,,,,,,
,,,,Left inner lower leg - rear,584,449,21,106,,,,,,,,,,,
,,,,Left inner lower leg - front,606,449,22,106,,,,,,,,,,,
,,,,Left inner ankle,588,555,40,20,,,,,,,,,,,
,,,,Left inner  heel,588,574,13,16,,,,,,,,,,,
,,,,Left inner foot,601,574,48,30,,,,,,,,,,,
,,,,Left inner toes ,647,574,21,30,,,,,,,,,,,
,,,,Left scalp,95,22,65,20,,,,,,,,,,,
,,,,Left forehead,95,44,14,13,,,,,,,,,,,
,,,,Left temporal area,109,44,28,13,,,,,,,,,,,
,,,,Left upper rear of head,136,44,24,13,,,,,,,,,,,
,,,,Left eye,101,60,12,7,,,,,,,,,,,
,,,,Left eye area,99,56,16,13,,,,,,,,,,,
,,,,Left in front of the ear,115,56,16,22,,,,,,,,,,,
,,,,Left ear,130,56,9,22,,,,,,,,,,,
,,,,Left lower rear of head - Occiput area,138,56,22,22,,,,,,,,,,,
,,,,left side of nose,90,62,9,18,,,,,,,,,,,
,,,,Left cheek - upper,99,67,17,11,,,,,,,,,,,
,,,,Left upper lip,96,80,8,7,,,,,,,,,,,
,,,,Left cheek - lower,105,67,26,10,,,,,,,,,,,
,,,,Left side of chin,101,90,8,7,,,,,,,,,,,
,,,,Left side of jaw,108,87,12,9,,,,,,,,,,,
,,,,Left upper neck immediately below angle of jaw - ,122,92,8,4,,,,,,,,,,,
,,,,Left lower neck -front,118,96,16,24,,,,,,,,,,,
,,,,left lower neck - mid,134,78,11,42,,,,,,,,,,,
,,,,Neck spine Left side,145,77,12,42,,,,,,,,,,,
,,,,Left collar bone area,119,118,24,18,,,,,,,,,,,
,,,,Left top of back area,145,118,20,18,,,,,,,,,,,
,,,,Left shoulder joint,117,133,28,27,,,,,,,,,,,
,,,,Left upper chest ,89,133,28,27,,,,,,,,,,,
,,,,Left outer upper upper-arm,116,160,26,33,,,,,,,,,,,
,,,,Left upper breast,80,160,37,19,,,,,,,,,,,
,,,,Left lower breast,80,179,38,24,,,,,,,,,,,
,,,,Left upper abdomen,94,202,28,28,,,,,,,,,,,
,,,,Left outer lower upper-arm,122,192,26,35,,,,,,,,,,,
,,,,Left mid  abdominal above umbulicus,93,228,28,31,,,,,,,,,,,
,,,,Left mid  abdominal below umbilicus,90,258,26,30,,,,,,,,,,,
,,,,Left lower abdominal ,90,288,20,28,,,,,,,,,,,
,,,,Left buttock upper quadrant,142,262,20,40,,,,,,,,,,,
,,,,Left buttock lower quadrant,139,300,21,36,,,,,,,,,,,
,,,,Upper spine - upper rear of chest Left side,147,120,16,62,,,,,,,,,,,
,,,,Upper spine - lower rear of chest Left side,146,186,16,50,,,,,,,,,,,
,,,,Left hip area,127,300,13,36,,,,,,,,,,,
,,,,Left front of hip area,123,312,3,24,,,,,,,,,,,
,,,,Left elbow outer,123,230,18,38,,,,,,,,,,,
,,,,Left forearm upper outer - front,120,265,11,23,,,,,,,,,,,
,,,,Left forearm upper outer - rear,130,265,5,17,,,,,,,,,,,
,,,,Left forearm lower outer,115,288,9,19,,,,,,,,,,,
,,,,Left upper wrist ,112,306,10,22,,,,,,,,,,,
,,,,Left back of hand,102,326,14,17,,,,,,,,,,,
,,,,Left 5th and 4th fingers,100,345,10,18,,,,,,,,,,,
,,,,Right forearm lower inner,37,210,52,52,,,,,,,,,,,
,,,,Right wrist inner,41,261,25,14,,,,,,,,,,,
,,,,Right palm of hand,34,285,15,8,,,,,,,,,,,
,,,,Right thumb,27,276,14,7,,,,,,,,,,,
,,,,Right fingers,14,294,15,25,,,,,,,,,,,
,,,,Left upper outer thigh - rear,123,336,27,34,,,,,,,,,,,
,,,,Left upper outer thigh - mid,118,336,6,34,,,,,,,,,,,
,,,,Left lower outer thigh - rear,130,368,32,42,,,,,,,,,,,
,,,,Left lower outer thigh - mid,116,368,15,42,,,,,,,,,,,
,,,,Left lower outer thigh - front,107,397,8,38,,,,,,,,,,,
,,,,Left  outer knee - front,107,410,24,38,,,,,,,,,,,
,,,,Left outer knee - rear,130,410,34,38,,,,,,,,,,,
,,,,Left outer lower leg - rear,140,450,24,113,,,,,,,,,,,
,,,,Left outer lower leg - front,115,450,26,113,,,,,,,,,,,
,,,,Left outer ankle,128,562,32,22,,,,,,,,,,,
,,,,Left outer  heel,152,584,16,22,,,,,,,,,,,
,,,,Left outer foot,102,584,50,22,,,,,,,,,,,
,,,,Left outer toes ,83,599,20,9,,,,,,,,,,,
,,,,Right upper thigh,54,315,43,53,,,,,,,,,,,
,,,,Right lower inner thigh - front,88,368,34,43,,,,,,,,,,,
,,,,Right lower inner thigh - mid,88,368,10,43,,,,,,,,,,,
,,,,Right  inner knee - front,54,410,24,38,,,,,,,,,,,
,,,,Right inner knee - rear,78,410,28,38,,,,,,,,,,,
,,,,Right inner lower leg - rear,78,449,25,106,,,,,,,,,,,
,,,,Right inner lower leg - front,48,449,31,106,,,,,,,,,,,
,,,,Right inner ankle,48,555,51,20,,,,,,,,,,,
,,,,Right inner  heel,75,574,13,24,,,,,,,,,,,
,,,,Right inner foot,28,574,48,30,,,,,,,,,,,
,,,,Right inner toes ,8,574,21,30,,,,,,,,,,,
D,common.smoking general,,,,,,,,,,,,,,,,,,
L,Has the diagnosis or cause of this headache been identified by a medical professional,,,,,,,,,,,,,,,,Diagnosed by medical professional,,
,,yes,,,,,,,,,,,,,,,,,
L,,,Which of the following diagnoses have been given,,,,,,,,,,,,,,Diagnosis previously given,,
,,,,Migraine,,,,,,,,,,,,,,,
,,,,Tension Headache,,,,,,,,,,,,,,,
,,,,Cluster Headache,,,,,,,,,,,,,,,
,,,,Neuralgia,,,,,,,,,,,,,,,
,,,,Arthritis in the neck,,,,,,,,,,,,,,,
,,,,Problems with the jaw,,,,,,,,,,,,,,,
,,,,Any other reason,,,,,,,,,,,,,,,
T,,,,,Other diagnosis,,,,,,,,,,,,details of other diagnosis given,,
,,,,,,text ,,,,,,,,,,,,,
D,,,common.diagnoser,,,,,,,,,,,,,,,,
,,no,,,,,,,,,,,,,,,,,
X,Please give details of any treatment which has been tried for this headache. If no treatment has been tried please continue directly to next question.,,,,,,,,,,,,,,,,Treatments tried,,
,,/*multi instance*/,,,,,,,,,,,,,,,,,
L,,,Type of treatment,,,,,,,,,,,,,,,,
,,,,Ordinary Pain killers,,,,,,,,,,,,,Analgaesia,,
L,,,,,Type of pain killers,,,,,,,,,,,,,,
,,,,,,Paracetamol 500mg,,,,,,,,,,,,,
L,,,,,,Co codamol 6/500,,,,,,,,,,,,,
,,,,,,Co codamol 30/500,,,,,,,,,,,,,
,,,,,,Ibuprofen or Brufen tablets 200mg,,,,,,,,,,,,,
,,,,,,tolfenamic acid or Clotam tablets 200mg ,,,,,,,,,,,,,
,,,,,,diclofenac 50mg,,,,,,,,,,,,,
,,,,,,flurbiprofen or Froben tablets 50mg,,,,,,,,,,,,,
,,,,,,"flurbiprofen or Froben tablets 100mg, ",,,,,,,,,,,,,
,,,,,,Naproxen 250mg,,,,,,,,,,,,,
,,,,,,Aspirin 300mg,,,,,,,,,,,,,
,,,,Specific antimigraine TREATMENT medication,,,,,,,,,,,,,,,
L,,,,,Type of  specific anti migraine treatment,,,,,,,,,,,,Specific anti migraine treatment,,
,,,,,,Migraleve Pink tablets,,,,,,,,,,,,,
,,,,,,Migraleve Yellow tablets,,,,,,,,,,,,,
,,,,,,Paramax tablets,,,,,,,,,,,,,
,,,,,,Sumatriptan or Imigran tablets 50mg,,,,,,,,,,,,,
,,,,,,Sumatriptan or Imigran 100mg,,,,,,,,,,,,,
,,,,,,Sumatriptan or Imigran Injection,,,,,,,,,,,,,
,,,,,,Sumatriptan or Imigran Nasal Spray,,,,,,,,,,,,,
,,,,,,"Zolmitriptan or Zomig tablets 2.5 mg, ",,,,,,,,,,,,,
,,,,,,Zolmitriptan or Zomig Rapimelt tablets 2.5 mg,,,,,,,,,,,,,
,,,,,,Zolmitriptan or Zomig nasal spray,,,,,,,,,,,,,
,,,,,,Rizatriptan or Maxalt– tablets 10mg,,,,,,,,,,,,,
,,,,,,Rizatriptan or Maxalt Melt Wafers 10mg,,,,,,,,,,,,,
,,,,,,Almotriptan or Almogran tablets 12.5mg ,,,,,,,,,,,,,
,,,,,,Eletriptan or Relpax tablets 20mg,,,,,,,,,,,,,
,,,,,,Frovatriptan or Migard tablets 2.5mg,,,,,,,,,,,,,
,,,,,,Naratriptan or Naramig tablets 2.5mg,,,,,,,,,,,,,
,,,,,,Oxygen Therapy,,,,,,,,,,,,,
,,,,Anti nausea or anti vomiting medication,,,,,,,,,,,,,,,
L,,,,,Type of  anti nausea or anti vomiting medication,,,,,,,,,,,,Anti emetic medication,,
,,,,,,metoclopramide,,,,,,,,,,,,,
,,,,,,domperidone,,,,,,,,,,,,,
,,,,,,cyclizine,,,,,,,,,,,,,
,,,,Over the Counter anti migraine medication,,,,,,,,,,,,,,,
L,,,,,Type of OTC medication,,,,,,,,,,,,,,
,,,,,,Migraleve Pink tablets,,,,,,,,,,,OTC details,,
,,,,,,Migraleve Yellow tablets,,,,,,,,,,,,,
,,,,Specific prescribed antimigraine PREVENTION medication from the doctor,,,,,,,,,,,,,,,
L,,,,,Type of anti migraine prevention medication,,,,,,,,,,,,Migraine prophylaxis,,
,,,,,,"propranolol 10mg tablets, ",,,,,,,,,,,,,
,,,,,,Any other Beta blocker – ,,,,,,,,,,,,,
L,,,,,,,Type of beta blocker ,,,,,,,,,,Type of beta blocker,,
,,,,,,,,"atenolol, ",,,,,,,,,,,
,,,,,,,,"metoprolol, ",,,,,,,,,,,
,,,,,,,,"nadolol, ",,,,,,,,,,,
,,,,,,,,timolol.,,,,,,,,,,,
,,,,,,topiramate – Topamax,,,,,,,,,,,,,
,,,,,,clonidine or Dixarit 25mcg,,,,,,,,,,,,,
,,,,,,Amitriptyline,,,,,,,,,,,,,
,,,,,,sodium valproate,,,,,,,,,,,,,
,,,,,,valproic acid  ,,,,,,,,,,,,,
,,,,,,gabapentin,,,,,,,,,,,,,
,,,,,,pizotifen - Sanomigran,,,,,,,,,,,,,
,,,,,,Botulinum toxin type A,,,,,,,,,,,,,
,,,,,,Verapramil,,,,,,,,,,,,,
,,,,,,Lithium,,,,,,,,,,,,,
,,,,Any other treatment,,,,,,,,,,,,,,,
T,,,,,Other treatment details,,,,,,,,,,,,Other treatment details,,
,,,,,,text,,,,,,,,,,,,,
N,,,How many tablets or doses during 24 hours were last taken to control symptoms,,,,,,,,,,,,,,Number of tablets  - doses taken in 24 hours,,
,,,,number,,,,,,,,,,,,,,,
N,,,How many tablets or doses have been taken over the past 7 days # only if preventative migraine treatment taken,,,,,,,,,,,,,,Prophylaxis doses taken in prev 7 days,,
,,,,number,,,,,,,,,,,,,,,
L,Since this episode of headache started what change in severity has there been ,,,,,,,,,,,,,,,,Symptom progression,,
,,headache has become worse,,,,,,,,,,,,,,,,,
,,headache is neither better nor worse,,,,,,,,,,,,,,,,,
,,headache is slightly improved,,,,,,,,,,,,,,,,,
,,headache is much improved,,,,,,,,,,,,,,,,,
,,Not sure what effect this treatment has had,,,,,,,,,,,,,,,,,
D,common.advice,,,,,,,,,,,,,,,,,,
L,"How painful is the headache at this moment (please use the scoring system of 0 to 10, where '0' is no pain at all and '10' is the worst possible pain)",,,,,,,,,,,,,,,,Current Severity,,
,,This is a very severe headache ( score 7 or more out of 10 ),,,,,,,,,,,,,,,,,
,,This is a bad headache ( score 4 - 6 out of 10 ),,,,,,,,,,,,,,,,,
,,This is a mild or moderate headache ( Score 1 - 3 out of 10 ),,,,,,,,,,,,,,,,,
,,There is NO  headache present at all right now,,,,,,,,,,,,,,,,,
L,When did this headache start # only for options 1 -3 indicating current headache,,,,,,,,,,,,,,,,Headache started,,
,,Within the last hour,,,,,,,,,,,,,,,,,
,,1 -  6 hours ago,,,,,,,,,,,,,,,,,
,,6 - 12 hours ago,,,,,,,,,,,,,,,,,
,,12 - 24 hours ago,,,,,,,,,,,,,,,,,
,,24 - 48 hours ago,,,,,,,,,,,,,,,,,
,,2 - 3 days ago,,,,,,,,,,,,,,,,,
,,4 - 6 days ago,,,,,,,,,,,,,,,,,
,,More than 7 days ago,,,,,,,,,,,,,,,,,
L,From when it started over what period of time did this headache reach full severity # only for options 1 -3 indicating current headache,,,,,,,,,,,,,,,,Time to full severity,,
,,Within a few seconds,,,,,,,,,,,,,,,,,
,,Within a few minutes,,,,,,,,,,,,,,,,,
,,Within an hour,,,,,,,,,,,,,,,,,
,,1 -  6 hours ,,,,,,,,,,,,,,,,,
,,6 - 12 hours ,,,,,,,,,,,,,,,,,
,,12 - 24 hours ,,,,,,,,,,,,,,,,,
,,24 - 48 hours ,,,,,,,,,,,,,,,,,
,,2 - 3 days ,,,,,,,,,,,,,,,,,
,,4 - 6 days ,,,,,,,,,,,,,,,,,
,,More than 7 days ,,,,,,,,,,,,,,,,,
L,During this headache which part of the head is involved # only for options 1 -3 indicating current headache,,,,,,,,,,,,,,,,Current location of headache,,
,,On the right side of the head only,,,,,,,,,,,,,,,,,
,,On the left side of the head only,,,,,,,,,,,,,,,,,
,,On both sides of the head,,,,,,,,,,,,,,,,,
,,In the mid line of the head only,,,,,,,,,,,,,,,,,
L,When did the previous headache start # only for option 4 indicating no current headache,,,,,,,,,,,,,,,,Previous headache when started,,
,,Within the last hour,,,,,,,,,,,,,,,,,
,,1 -  6 hours ago,,,,,,,,,,,,,,,,,
,,6 - 12 hours ago,,,,,,,,,,,,,,,,,
,,12 - 24 hours ago,,,,,,,,,,,,,,,,,
,,24 - 48 hours ago,,,,,,,,,,,,,,,,,
,,2 - 3 days ago,,,,,,,,,,,,,,,,,
,,4 - 6 days ago,,,,,,,,,,,,,,,,,
,,More than 7 days ago,,,,,,,,,,,,,,,,,
L,From when it started over what period of time did the previous headache reach full severity # only for option 4 indicating no current headache,,,,,,,,,,,,,,,,Previous headache time to full intensity,,
,,Within a few seconds,,,,,,,,,,,,,,,,,
,,Within a few minutes,,,,,,,,,,,,,,,,,
,,Within an hour,,,,,,,,,,,,,,,,,
,,1 -  6 hours ,,,,,,,,,,,,,,,,,
,,6 - 12 hours ,,,,,,,,,,,,,,,,,
,,12 - 24 hours ,,,,,,,,,,,,,,,,,
,,24 - 48 hours ,,,,,,,,,,,,,,,,,
,,2 - 3 days ,,,,,,,,,,,,,,,,,
,,4 - 6 days ,,,,,,,,,,,,,,,,,
,,More than 7 days ,,,,,,,,,,,,,,,,,
L,During this headache which part of the head is involved # only for options 1 -3 indicating current headache,,,,,,,,,,,,,,,,Current headache location,,
,,On the right side of the head only,,,,,,,,,,,,,,,,,
,,On the left side of the head only,,,,,,,,,,,,,,,,,
,,On both sides of the head,,,,,,,,,,,,,,,,,
,,In the mid line of the head only,,,,,,,,,,,,,,,,,
L,During the previous headache which part of the head was involved # only for option 4 indicating no current headache,,,,,,,,,,,,,,,,Previous headache location,,
,,On the right side of the head only,,,,,,,,,,,,,,,,,
,,On the left side of the head only,,,,,,,,,,,,,,,,,
,,On both sides of the head,,,,,,,,,,,,,,,,,
,,In the mid line of the head only,,,,,,,,,,,,,,,,,
HM,On the following diagram please indicate the most severe position of the headache # male,,,,,,,,,,,,,,,,Most severe position of headache,,
,,Midline scalp,248,18,14,24,,,,,,,,,,,,,
,,left scalp,264,18,21,24,,,,,,,,,,,,,
,,right scalp,227,18,23,24,,,,,,,,,,,,,
,,Midline forehead,248,41,13,12,,,,,,,,,,,,,
,,Bridge of nose,251,52,10,7,,,,,,,,,,,,,
,,left forehead,263,40,22,11,,,,,,,,,,,,,
,,right forehead,227,42,22,10,,,,,,,,,,,,,
,,left eye area,260,64,22,10,,,,,,,,,,,,,
,,right eye area,228,56,22,10,,,,,,,,,,,,,
,,left eye,261,57,12,6,,,,,,,,,,,,,
,,right eye,238,57,12,6,,,,,,,,,,,,,
,,left cheek,265,64,16,14,,,,,,,,,,,,,
,,right cheek,230,68,16,14,,,,,,,,,,,,,
,,left ear,282,56,8,24,,,,,,,,,,,,,
